airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,27,6110.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,27,6211.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,27,7895.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,27,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,28,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,28,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,28,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,28,5058.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,28,5260.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,28,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,28,6110.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,28,6365.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,28,7175.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,28,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,29,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,29,5058.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,29,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,29,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,29,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,29,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,29,5058.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,29,5260.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,29,5496.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,29,5795.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,30,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,30,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,30,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,30,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,30,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,30,5058.0
AI,AI-481,DEL,Morning,zero,Morning,AMD,Economy,1.75,30,5496.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,30,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,30,7895.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,30,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,31,5058.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,31,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,31,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,31,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,31,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,31,5058.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,31,5139.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,31,5260.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,31,5408.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,31,5795.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,32,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,32,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,32,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,32,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,32,5058.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,32,5139.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,32,5260.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,32,5408.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,32,5795.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,32,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,33,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,33,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,33,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,33,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,33,5058.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,33,5260.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,33,5408.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,33,5496.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,33,5795.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,33,10945.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,34,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,34,5058.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,34,5260.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,34,5260.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,34,5260.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,34,5260.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,34,5496.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,34,5795.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,34,7055.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,34,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,35,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,35,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,35,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,35,5058.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,35,5260.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,35,5628.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,35,5628.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,35,5795.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,35,7175.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,35,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,36,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,36,5058.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,36,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,36,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,36,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,36,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,36,5058.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,36,5139.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,36,5260.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,36,5795.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,37,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,37,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,37,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,37,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,37,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,37,5058.0
AI,AI-481,DEL,Morning,zero,Morning,AMD,Economy,1.75,37,5139.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,37,5260.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,37,7055.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,37,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,38,5058.0
AI,AI-423,DEL,Morning,zero,Morning,AMD,Economy,1.67,38,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,38,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,38,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,38,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,38,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,38,5058.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,38,5139.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,38,5260.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,38,5795.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,39,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,39,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,39,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,39,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,39,5058.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,39,5058.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,39,5139.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,39,5260.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,39,5795.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,39,10945.0
AI,AI-809,DEL,Evening,zero,Evening,AMD,Economy,1.58,40,5058.0
AI,AI-2929,DEL,Night,zero,Night,AMD,Economy,1.67,40,5058.0
AI,AI-817,DEL,Early_Morning,zero,Morning,AMD,Economy,1.75,40,5058.0
AI,AI-531,DEL,Evening,zero,Night,AMD,Economy,1.75,40,5058.0
AI,AI-455,DEL,Evening,zero,Night,AMD,Economy,1.75,40,5058.0
AI,AI-481,DEL,Morning,zero,Afternoon,AMD,Economy,1.75,40,5139.0
AI,AI-835,DEL,Afternoon,zero,Evening,AMD,Economy,1.67,40,5260.0
AI,AI-2959,DEL,Morning,zero,Morning,AMD,Economy,1.67,40,5408.0
AI,AI-807,DEL,Afternoon,zero,Afternoon,AMD,Economy,1.67,40,5795.0
SG,SG-198,DEL,Evening,zero,Evening,AMD,Economy,1.67,40,10945.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,0,7416.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,0,7763.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,0,10192.0
AI,AI-9481,DEL,Night,one,Afternoon,PNQ,Economy,14.33,0,11614.0
AI,AI-9481,DEL,Night,one,Morning,PNQ,Economy,8.75,0,13301.0
AI,AI-9472,DEL,Night,one,Afternoon,PNQ,Economy,17.92,0,14004.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,1,6293.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,1,6616.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,1,6616.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,1,6616.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,1,7416.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,1,7763.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,1,8053.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,1,8392.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,1,8515.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,1,8515.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,2,6616.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,2,6616.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,2,7016.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,2,7133.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,2,7416.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,2,7544.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,2,7763.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,2,7916.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,2,8392.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,2,8515.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,3,6293.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,3,6293.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,3,7016.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,3,7016.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,3,7416.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,3,7916.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,3,7916.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,3,8515.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,3,8665.0
AI,AI-873,DEL,Evening,zero,Evening,PNQ,Economy,2.17,3,9215.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,4,7133.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,4,7763.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,4,7916.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,4,8515.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,4,8515.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,4,8876.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,4,9215.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,4,9379.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,4,10215.0
AI,AI-849,DEL,Afternoon,zero,Evening,PNQ,Economy,2.17,4,10583.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,5,6293.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,5,6293.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,5,7916.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,5,8392.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,5,8515.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,5,9215.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,5,10215.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,5,10215.0
AI,AI-411,DEL,Morning,one,Evening,PNQ,Economy,9.92,5,11606.0
AI,AI-9481,DEL,Night,one,Morning,PNQ,Economy,8.75,5,11614.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,6,7133.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,6,7916.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,6,8392.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,6,8515.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,6,8876.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,6,8890.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,6,9215.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,6,9215.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,6,9379.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,6,10215.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,7,7916.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,7,7916.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,7,8392.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,7,8515.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,7,8665.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,7,9215.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,7,9215.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,7,9506.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,7,10192.0
AI,AI-873,DEL,Evening,zero,Evening,PNQ,Economy,2.17,7,10215.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,8,6616.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,8,6616.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,8,7133.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,8,7416.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,8,7916.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,8,7916.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,8,8053.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,8,8392.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,8,8392.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,8,8515.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,9,6616.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,9,6616.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,9,7416.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,9,7916.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,9,8053.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,9,8392.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,9,8515.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,9,8876.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,9,9215.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,9,9506.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,10,7416.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,10,7416.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,10,7916.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,10,7916.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,10,8392.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,10,8515.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,10,8665.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,10,8876.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,10,8876.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,10,9215.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,11,6293.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,11,7916.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,11,8392.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,11,8392.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,11,8515.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,11,8515.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,11,9215.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,11,9379.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,11,10215.0
AI,AI-849,DEL,Afternoon,zero,Evening,PNQ,Economy,2.17,11,10583.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,12,6293.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,12,6293.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,12,8392.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,12,8515.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,12,8515.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,12,9215.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,12,10215.0
AI,AI-411,DEL,Morning,one,Evening,PNQ,Economy,9.92,12,11606.0
AI,AI-873,DEL,Evening,zero,Evening,PNQ,Economy,2.17,12,12146.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,12,12146.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,13,6293.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,13,8515.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,13,8876.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,13,9215.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,13,9215.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,13,9215.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,13,9625.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,13,10192.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,13,10215.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,13,10399.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,14,7763.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,14,7916.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,14,8392.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,14,8515.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,14,8515.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,14,8876.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,14,9215.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,14,9215.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,14,9379.0
AI,AI-873,DEL,Evening,zero,Evening,PNQ,Economy,2.17,14,10215.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,15,6293.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,15,6616.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,15,7016.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,15,7133.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,15,7416.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,15,7916.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,15,8665.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,15,9215.0
AI,AI-2935,DEL,Night,zero,Early_Morning,PNQ,Economy,2.25,15,9215.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,15,9506.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,16,6616.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,16,7016.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,16,7133.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,16,7416.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,16,7763.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,16,7763.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,16,7916.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,16,7916.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,16,8665.0
AI,AI-873,DEL,Evening,zero,Evening,PNQ,Economy,2.17,16,9215.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,17,7016.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,17,7416.0
AI,AI-9820,DEL,Night,zero,Night,PNQ,Economy,2.17,17,7763.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,17,7916.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,17,7916.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,17,8392.0
AI,AI-2973,DEL,Evening,zero,Night,PNQ,Economy,2.25,17,8515.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,17,8665.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,17,8876.0
AI,AI-873,DEL,Evening,zero,Evening,PNQ,Economy,2.17,17,9215.0
AI,AI-9818,DEL,Night,zero,Early_Morning,PNQ,Economy,2.08,18,7133.0
AI,AI-871,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.58,18,7916.0
AI,AI-851,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.25,18,8515.0
AI,AI-847,DEL,Night,zero,Early_Morning,PNQ,Economy,2.5,18,8515.0
AI,AI-853,DEL,Evening,zero,Night,PNQ,Economy,2.25,18,9215.0
AI,AI-857,DEL,Afternoon,zero,Afternoon,PNQ,Economy,2.25,18,9379.0
AI,AI-9816,DEL,Early_Morning,zero,Morning,PNQ,Economy,2.17,18,10192.0
